Month,Value
1749-01,0.162790698
1749-02,0.269767442
1749-03,0.441860465
1749-04,0.109302326
1749-05,0.790697674
1749-06,0.755813953
1749-07,1.018604651
1749-08,0.355813953
1749-09,0.579069767
1749-10,0.569767442
1749-11,2.502325581
1749-12,0.795348837
1750-01,0.518604651
1750-02,0.579069767
1750-03,0.888372093
1750-04,0.86744186
1750-05,0.906976744
1750-06,1.139534884
1750-07,0.8
1750-08,1.209302326
1750-09,0.934883721
1750-10,0.341860465
1750-11,0.286046512
1750-12,0.56744186
1751-01,0.441860465
1751-02,-0.174418605
1751-03,-0.13255814
1751-04,0.125581395
1751-05,0.225581395
1751-06,-0.006976744
1751-07,0.355813953
1751-08,0.204651163
1751-09,-0.639534884
1751-10,-0.646511628
1751-11,-0.523255814
1751-12,-0.162790698
1752-01,-0.372093023
1752-02,-0.023255814
1752-03,0.465116279
1752-04,0.193023256
1752-05,0.202325581
1752-06,-0.265116279
1752-07,0.637209302
1752-08,-0.504651163
1752-09,-0.555813953
1752-10,-0.102325581
1752-11,-0.311627907
1752-12,-0.255813953
1753-01,-0.162790698
1753-02,-0.441860465
1753-03,-0.123255814
1753-04,-0.302325581
1753-05,-0.348837209
1753-06,-0.448837209
1753-07,-0.669767442
1753-08,-0.279069767
1753-09,-0.534883721
1753-10,-0.604651163
1753-11,-0.720930233
1753-12,-1.030232558
1754-01,-1.186046512
1754-02,-1.11627907
1754-03,-1.146511628
1754-04,-0.86744186
1754-05,-0.704651163
1754-06,-0.565116279
1754-07,-0.748837209
1754-08,-0.9
1754-09,-0.995348837
1754-10,-0.625581395
1754-11,-0.879069767
1754-12,-1.088372093
1755-01,-0.948837209
1755-02,-0.925581395
1755-03,-1.027906977
1755-04,-1.034883721
1755-05,-1.186046512
1755-06,-1.186046512
1755-07,-0.986046512
1755-08,-1.111627907
1755-09,-0.772093023
1755-10,-0.634883721
1755-11,-1.027906977
1755-12,-0.720930233
1756-01,-0.895348837
1756-02,-1.020930233
1756-03,-1.060465116
1756-04,-0.96744186
1756-05,-0.895348837
1756-06,-0.886046512
1756-07,-1.102325581
1756-08,-1.037209302
1756-09,-0.911627907
1756-10,-0.853488372
1756-11,-0.790697674
1756-12,-0.96744186
1757-01,-0.858139535
1757-02,-0.693023256
1757-03,-0.576744186
1757-04,-0.488372093
1757-05,-0.3
1757-06,-0.888372093
1757-07,-0.604651163
1757-08,0.006976744
1757-09,-0.262790698
1757-10,-0.430232558
1757-11,0.318604651
1757-12,-0.406976744
1758-01,-0.311627907
1758-02,0.023255814
1758-03,-0.046511628
1758-04,0.495348837
1758-05,-0.106976744
1758-06,-0.139534884
1758-07,-0.162790698
1758-08,-0.286046512
1758-09,0.26744186
1758-10,-0.309302326
1758-11,-0.186046512
1758-12,-0.186046512
1759-01,-0.062790698
1759-02,-0.162790698
1759-03,-0.097674419
1759-04,-0.093023256
1759-05,-0.046511628
1759-06,-0.023255814
1759-07,0
1759-08,0.472093023
1759-09,0.609302326
1759-10,0.202325581
1759-11,-0.109302326
1759-12,0.139534884
1760-01,0.379069767
1760-02,0.197674419
1760-03,0.551162791
1760-04,0.169767442
1760-05,0.488372093
1760-06,-0.062790698
1760-07,0.348837209
1760-08,0.572093023
1760-09,0.239534884
1760-10,-0.009302326
1760-11,0.202325581
1760-12,0.23255814
1761-01,0.441860465
1761-02,0.930232558
1761-03,0.690697674
1761-04,0.481395349
1761-05,1.306976744
1761-06,1.123255814
1761-07,1.002325581
1761-08,0.93255814
1761-09,1.155813953
1761-10,0.876744186
1761-11,0.9
1761-12,-0.11627907
1762-01,-0.16744186
1762-02,0.506976744
1762-03,-0.123255814
1762-04,0.213953488
1762-05,-0.258139535
1762-06,0.606976744
1762-07,-0.4
1762-08,0.388372093
1762-09,0.406976744
1762-10,0.425581395
1762-11,0.623255814
1762-12,0.609302326
1763-01,0.127906977
1763-02,-0.444186047
1763-03,-0.390697674
1763-04,-0.420930233
1763-05,-0.425581395
1763-06,-0.353488372
1763-07,0.074418605
1763-08,-0.569767442
1763-09,0.397674419
1763-10,-0.109302326
1763-11,0.230232558
1763-12,0.241860465
1764-01,0.202325581
1764-02,0.202325581
1764-03,-0.251162791
1764-04,-0.386046512
1764-05,-0.155813953
1764-06,-0.488372093
1764-07,-0.488372093
1764-08,-0.488372093
1764-09,-0.530232558
1764-10,-0.534883721
1764-11,-0.581395349
1764-12,-0.588372093
1765-01,-0.627906977
1765-02,-0.581395349
1765-03,-0.604651163
1765-04,-0.674418605
1765-05,-0.71627907
1765-06,-0.720930233
1765-07,-0.558139535
1765-08,-0.495348837
1765-09,-0.813953488
1765-10,-0.860465116
1765-11,-0.860465116
1765-12,-0.88372093
1766-01,-0.906976744
1766-02,-0.930232558
1766-03,-0.334883721
1766-04,-1.046511628
1766-05,-0.562790698
1766-06,-1.11627907
1766-07,-1.109302326
1766-08,-1.093023256
1766-09,-1.086046512
1766-10,-1.069767442
1766-11,-1.053488372
1766-12,-0.739534884
1767-01,-0.548837209
1767-02,-0.488372093
1767-03,-0.186046512
1767-04,-0.420930233
1767-05,-0.493023256
1767-06,-0.411627907
1767-07,-0.676744186
1767-08,-0.237209302
1767-09,-0.193023256
1767-10,-0.160465116
1767-11,0.086046512
1767-12,0.053488372
1768-01,0.058139535
1768-02,0.351162791
1768-03,-0.109302326
1768-04,-0.193023256
1768-05,0.620930233
1768-06,0.613953488
1768-07,0.037209302
1768-08,0.36744186
1768-09,0.553488372
1768-10,0.623255814
1768-11,0.920930233
1768-12,1.413953488
1769-01,0.53255814
1769-02,0.306976744
1769-03,0.309302326
1769-04,1.062790698
1769-05,0.525581395
1769-06,1.009302326
1769-07,1.572093023
1769-08,1.611627907
1769-09,2.274418605
1769-10,2.493023256
1769-11,2.258139535
1769-12,1.418604651
1770-01,1.23255814
1770-02,2.127906977
1770-03,0.676744186
1770-04,0
1770-05,0.444186047
1770-06,0.751162791
1770-07,1.36744186
1770-08,1.751162791
1770-09,1.241860465
1770-10,1.223255814
1770-11,1.888372093
1770-12,1.193023256
1771-01,-0.348837209
1771-02,-0.111627907
1771-03,-0.1
1771-04,0.323255814
1771-05,2.365116279
1771-06,1.593023256
1771-07,0.388372093
1771-08,0.174418605
1771-09,1.172093023
1771-10,0.906976744
1771-11,1.13255814
1771-12,1.039534884
1772-01,1.160465116
1772-02,0.925581395
1772-03,-0.462790698
1772-04,0.958139535
1772-05,-0.302325581
1772-06,0.139534884
1772-07,0.611627907
1772-08,0.120930233
1772-09,-0.011627907
1772-10,0.641860465
1772-11,0.239534884
1772-12,0.302325581
1773-01,0.08372093
1773-02,-0.511627907
1773-03,0.004651163
1773-04,-0.420930233
1773-05,-0.230232558
1773-06,-0.525581395
1773-07,-0.541860465
1773-08,-0.890697674
1773-09,-0.504651163
1773-10,-0.574418605
1773-11,-0.234883721
1773-12,-0.181395349
1774-01,-0.097674419
1774-02,0.334883721
1774-03,0.109302326
1774-04,-0.16744186
1774-05,0.006976744
1774-06,-0.523255814
1774-07,-0.779069767
1774-08,-1.03255814
1774-09,-1.002325581
1774-10,-0.860465116
1774-11,-0.774418605
1774-12,-0.902325581
1775-01,-1.08372093
1775-02,-1.186046512
1775-03,-0.91627907
1775-04,-0.925581395
1775-05,-1.095348837
1775-06,-0.9
1775-07,-1.162790698
1775-08,-1.002325581
1775-09,-1.111627907
1775-10,-1.055813953
1775-11,-0.834883721
1775-12,-1.002325581
1776-01,-0.681395349
1776-02,-0.91627907
1776-03,-1.039534884
1776-04,-0.679069767
1776-05,-0.925581395
1776-06,-0.744186047
1776-07,-1.162790698
1776-08,-0.623255814
1776-09,-0.813953488
1776-10,-0.488372093
1776-11,-0.372093023
1776-12,-0.255813953
1777-01,-0.139534884
1777-02,-0.337209302
1777-03,-0.279069767
1777-04,1.034883721
1777-05,0.681395349
1777-06,0.690697674
1777-07,1.023255814
1777-08,1.418604651
1777-09,1.51627907
1777-10,1.290697674
1777-11,2.209302326
1777-12,2.472093023
1778-01,2.937209302
1778-02,1.355813953
1778-03,1.930232558
1778-04,2.186046512
1778-05,4.369767442
1778-06,2.804651163
1778-07,2.372093023
1778-08,2.069767442
1778-09,2.806976744
1778-10,2.448837209
1778-11,2.309302326
1778-12,1.255813953
1779-01,1.481395349
1779-02,2.66744186
1779-03,1.558139535
1779-04,2.186046512
1779-05,2.069767442
1779-06,1.458139535
1779-07,2.139534884
1779-08,1.418604651
1779-09,1.395348837
1779-10,1.697674419
1779-11,1.465116279
1779-12,1.372093023
1780-01,0.441860465
1780-02,1.093023256
1780-03,1.093023256
1780-04,1.023255814
1780-05,1.306976744
1780-06,0.860465116
1780-07,0.813953488
1780-08,0.813953488
1780-09,0.993023256
1780-10,0.604651163
1780-11,0.209302326
1780-12,0.179069767
1781-01,1.109302326
1781-02,0.551162791
1781-03,0.046511628
1781-04,0.402325581
1781-05,1.248837209
1781-06,1.086046512
1781-07,0.523255814
1781-08,0.348837209
1781-09,0
1781-10,-0.551162791
1781-11,0.372093023
1781-12,-0.36744186
1782-01,0.069767442
1782-02,-0.313953488
1782-03,-0.325581395
1782-04,-0.23255814
1782-05,0.076744186
1782-06,-0.302325581
1782-07,-0.325581395
1782-08,-0.162790698
1782-09,-0.395348837
1782-10,-0.646511628
1782-11,-0.453488372
1782-12,-0.488372093
1783-01,-0.534883721
1783-02,-0.286046512
1783-03,-0.565116279
1783-04,-0.527906977
1783-05,-0.651162791
1783-06,-0.6
1783-07,-0.437209302
1783-08,-0.720930233
1783-09,-0.76744186
1783-10,-1
1783-11,-0.837209302
1783-12,-0.941860465
1784-01,-0.88372093
1784-02,-1
1784-03,-0.930232558
1784-04,-0.953488372
1784-05,-1.046511628
1784-06,-0.976744186
1784-07,-1.046511628
1784-08,-0.953488372
1784-09,-0.953488372
1784-10,-1
1784-11,-0.790697674
1784-12,-0.860465116
1785-01,-1.034883721
1785-02,-1
1785-03,-0.976744186
1785-04,-0.820930233
1785-05,-0.704651163
1785-06,-0.574418605
1785-07,-0.341860465
1785-08,-0.720930233
1785-09,-0.441860465
1785-10,-0.088372093
1785-11,-0.251162791
1785-12,-0.551162791
1786-01,-0.320930233
1786-02,-0.079069767
1786-03,-0.076744186
1786-04,0.8
1786-05,0.960465116
1786-06,0.186046512
1786-07,0.744186047
1786-08,0.9
1786-09,1.406976744
1786-10,1.425581395
1786-11,1.511627907
1786-12,1.434883721
1787-01,1.946511628
1787-02,1.279069767
1787-03,0.846511628
1787-04,1.772093023
1787-05,1.948837209
1787-06,1.120930233
1787-07,1.790697674
1787-08,2.004651163
1787-09,2.472093023
1787-10,2.465116279
1787-11,2.104651163
1787-12,2.860465116
1788-01,2.023255814
1788-02,1.818604651
1788-03,2.146511628
1788-04,1.337209302
1788-05,1.441860465
1788-06,2.4
1788-07,2.104651163
1788-08,1.976744186
1788-09,2.093023256
1788-10,2.11627907
1788-11,1.01627907
1788-12,1.825581395
1789-01,1.465116279
1789-02,1.727906977
1789-03,1.604651163
1789-04,1.681395349
1789-05,1.686046512
1789-06,1.604651163
1789-07,1.534883721
1789-08,1.209302326
1789-09,1.418604651
1789-10,0.9
1789-11,1.930232558
1789-12,1.965116279
1790-01,1.209302326
1790-02,1.779069767
1790-03,1.053488372
1790-04,1
1790-05,0.976744186
1790-06,0.930232558
1790-07,0.425581395
1790-08,0.837209302
1790-09,0.611627907
1790-10,0.774418605
1790-11,0.720930233
1790-12,0.534883721
1791-01,0.504651163
1791-02,0.255813953
1791-03,0.534883721
1791-04,0.609302326
1791-05,0.527906977
1791-06,0.306976744
1791-07,0.465116279
1791-08,-0.186046512
1791-09,0.360465116
1791-10,0.248837209
1791-11,0.372093023
1791-12,0.348837209
1792-01,0.162790698
1792-02,0.302325581
1792-03,0.279069767
1792-04,0.574418605
1792-05,0.255813953
1792-06,0.23255814
1792-07,-0.120930233
1792-08,0.209302326
1792-09,0.186046512
1792-10,0.186046512
1792-11,0.139534884
1792-12,0.11627907
1793-01,0.11627907
1793-02,0.093023256
1793-03,0.104651163
1793-04,0.046511628
1793-05,0.030232558
1793-06,0
1793-07,-0.023255814
1793-08,-0.504651163
1793-09,-0.627906977
1793-10,-0.093023256
1793-11,-0.162790698
1793-12,-0.123255814
1794-01,-0.139534884
1794-02,-0.162790698
1794-03,-0.302325581
1794-04,-0.525581395
1794-05,0.109302326
1794-06,-0.220930233
1794-07,-0.23255814
1794-08,-0.255813953
1794-09,-0.927906977
1794-10,-0.523255814
1794-11,0.381395349
1794-12,0.009302326
1795-01,-0.688372093
1795-02,-0.258139535
1795-03,-0.893023256
1795-04,-0.753488372
1795-05,-0.465116279
1795-06,-0.788372093
1795-07,-0.886046512
1795-08,-0.588372093
1795-09,-0.872093023
1795-10,-0.73255814
1795-11,-0.604651163
1795-12,-0.76744186
1796-01,-0.674418605
1796-02,-0.63255814
1796-03,-0.820930233
1796-04,-0.448837209
1796-05,-0.697674419
1796-06,-1.030232558
1796-07,-0.560465116
1796-08,-1.151162791
1796-09,-0.758139535
1796-10,-0.930232558
1796-11,-0.990697674
1796-12,-1.06744186
1797-01,-0.851162791
1797-02,-1.088372093
1797-03,-1.093023256
1797-04,-1.093023256
1797-05,-1.01627907
1797-06,-0.927906977
1797-07,-1.086046512
1797-08,-1.046511628
1797-09,-1.053488372
1797-10,-1.025581395
1797-11,-1.051162791
1797-12,-1.11627907
1798-01,-1.139534884
1798-02,-1.093023256
1798-03,-0.897674419
1798-04,-1.160465116
1798-05,-1.186046512
1798-06,-1.186046512
1798-07,-1.186046512
1798-08,-1.11627907
1798-09,-1.130232558
1798-10,-1.151162791
1798-11,-0.895348837
1798-12,-0.955813953
1799-01,-1.148837209
1799-02,-0.893023256
1799-03,-0.681395349
1799-04,-0.990697674
1799-05,-0.995348837
1799-06,-0.939534884
1799-07,-1.137209302
1799-08,-1.186046512
1799-09,-1.186046512
1799-10,-1.079069767
1799-11,-1.123255814
1799-12,-0.986046512
1800-01,-1.025581395
1800-02,-0.969767442
1800-03,-0.862790698
1800-04,-1.186046512
1800-05,-1.069767442
1800-06,-0.634883721
1800-07,-0.697674419
1800-08,-0.73255814
1800-09,-0.918604651
1800-10,-0.9
1800-11,-0.941860465
1800-12,-0.253488372
1801-01,-0.558139535
1801-02,-0.511627907
1801-03,-0.488372093
1801-04,-0.465116279
1801-05,-0.441860465
1801-06,-0.460465116
1801-07,-0.372093023
1801-08,-0.286046512
1801-09,-0.406976744
1801-10,-0.427906977
1801-11,-0.260465116
1801-12,-0.065116279
1802-01,-0.074418605
1802-02,-0.093023256
1802-03,-0.237209302
1802-04,-0.209302326
1802-05,-0.162790698
1802-06,-0.11627907
1802-07,-0.069767442
1802-08,-0.023255814
1802-09,0.018604651
1802-10,-0.290697674
1802-11,-0.38372093
1802-12,-0.023255814
1803-01,-0.023255814
1803-02,-0.004651163
1803-03,-0.5
1803-04,-0.604651163
1803-05,-0.155813953
1803-06,-0.348837209
1803-07,-0.062790698
1803-08,-0.393023256
1803-09,-0.13255814
1803-10,0.076744186
1803-11,0
1803-12,-0.069767442
1804-01,-0.13255814
1804-02,-0.062790698
1804-03,-0.069767442
1804-04,-0.009302326
1804-05,-0.409302326
1804-06,-0.376744186
1804-07,-0.493023256
1804-08,-0.18372093
1804-09,0.046511628
1804-10,0.262790698
1804-11,0.23255814
1804-12,0.209302326
1805-01,0.23255814
1805-02,-0.160465116
1805-03,0.009302326
1805-04,-0.313953488
1805-05,-0.279069767
1805-06,-0.244186047
1805-07,-0.311627907
1805-08,-0.193023256
1805-09,-0.153488372
1805-10,-0.502325581
1805-11,-0.23255814
1805-12,-0.295348837
1806-01,-0.279069767
1806-02,-0.497674419
1806-03,-0.425581395
1806-04,-0.541860465
1806-05,-0.572093023
1806-06,-0.590697674
1806-07,-0.488372093
1806-08,-0.574418605
1806-09,-0.627906977
1806-10,-0.558139535
1806-11,-0.604651163
1806-12,-0.627906977
1807-01,-0.906976744
1807-02,-0.902325581
1807-03,-0.962790698
1807-04,-0.63255814
1807-05,-0.953488372
1807-06,-0.906976744
1807-07,-0.890697674
1807-08,-0.906976744
1807-09,-1.053488372
1807-10,-1
1807-11,-1.125581395
1807-12,-1.186046512
1808-01,-1.186046512
1808-02,-1.081395349
1808-03,-1.186046512
1808-04,-0.9
1808-05,-0.872093023
1808-06,-0.872093023
1808-07,-1.030232558
1808-08,-1
1808-09,-0.913953488
1808-10,-1.076744186
1808-11,-0.941860465
1808-12,-0.9
1809-01,-1.018604651
1809-02,-0.972093023
1809-03,-1.165116279
1809-04,-1.127906977
1809-05,-1.139534884
1809-06,-1.006976744
1809-07,-1.179069767
1809-08,-1.181395349
1809-09,-1.176744186
1809-10,-1.186046512
1809-11,-1.186046512
1809-12,-1.186046512
1810-01,-1.186046512
1810-02,-1.186046512
1810-03,-1.186046512
1810-04,-1.186046512
1810-05,-1.186046512
1810-06,-1.186046512
1810-07,-1.186046512
1810-08,-1.186046512
1810-09,-1.186046512
1810-10,-1.186046512
1810-11,-1.186046512
1810-12,-1.186046512
1811-01,-1.186046512
1811-02,-1.186046512
1811-03,-1.186046512
1811-04,-1.186046512
1811-05,-1.186046512
1811-06,-1.186046512
1811-07,-1.03255814
1811-08,-1.186046512
1811-09,-1.130232558
1811-10,-1.044186047
1811-11,-1.16744186
1811-12,-1.160465116
1812-01,-0.923255814
1812-02,-1.141860465
1812-03,-1.169767442
1812-04,-1.186046512
1812-05,-1.162790698
1812-06,-1.155813953
1812-07,-1.174418605
1812-08,-0.823255814
1812-09,-1.065116279
1812-10,-1.095348837
1812-11,-1.002325581
1812-12,-0.951162791
1813-01,-1.186046512
1813-02,-0.946511628
1813-03,-1.141860465
1813-04,-0.8
1813-05,-1.058139535
1813-06,-0.925581395
1813-07,-0.760465116
1813-08,-0.990697674
1813-09,-0.830232558
1813-10,-0.539534884
1813-11,-0.797674419
1813-12,-0.853488372
1814-01,-0.669767442
1814-02,-0.906976744
1814-03,-1.053488372
1814-04,-0.63255814
1814-05,-1.051162791
1814-06,-0.839534884
1814-07,-0.755813953
1814-08,-1.13255814
1814-09,-0.997674419
1814-10,-0.737209302
1814-11,-0.848837209
1814-12,-0.718604651
1815-01,-0.739534884
1815-02,-0.437209302
1815-03,-0.576744186
1815-04,-0.451162791
1815-05,-0.958139535
1815-06,0.113953488
1815-07,-0.360465116
1815-08,-0.088372093
1815-09,-0.453488372
1815-10,-0.406976744
1815-11,-0.320930233
1815-12,0.325581395
1816-01,-0.574418605
1816-02,0.413953488
1816-03,0.527906977
1816-04,0.181395349
1816-05,-0.155813953
1816-06,-0.172093023
1816-07,-0.28372093
1816-08,-0.646511628
1816-09,-0.074418605
1816-10,0.125581395
1816-11,-0.3
1816-12,-0.490697674
1817-01,-0.339534884
1817-02,0.160465116
1817-03,1.051162791
1817-04,-0.572093023
1817-05,-0.693023256
1817-06,-0.255813953
1817-07,-0.023255814
1817-08,-0.139534884
1817-09,-0.33255814
1817-10,-0.590697674
1817-11,-0.513953488
1817-12,-0.525581395
1818-01,-0.374418605
1818-02,-0.665116279
1818-03,-0.595348837
1818-04,-0.38372093
1818-05,0.048837209
1818-06,-0.339534884
1818-07,-0.534883721
1818-08,-0.453488372
1818-09,-0.579069767
1818-10,-0.448837209
1818-11,-0.93255814
1818-12,-0.586046512
1819-01,-0.430232558
1819-02,-0.704651163
1819-03,-1.1
1819-04,-0.71627907
1819-05,-0.730232558
1819-06,-0.372093023
1819-07,-0.455813953
1819-08,-0.579069767
1819-09,-0.839534884
1819-10,-0.546511628
1819-11,-0.602325581
1819-12,-0.474418605
1820-01,-0.739534884
1820-02,-0.56744186
1820-03,-1.081395349
1820-04,-0.734883721
1820-05,-0.504651163
1820-06,-0.934883721
1820-07,-0.706976744
1820-08,-0.58372093
1820-09,-1.065116279
1820-10,-0.976744186
1820-11,-1.002325581
1820-12,-0.960465116
1821-01,-0.686046512
1821-02,-1.086046512
1821-03,-1.053488372
1821-04,-0.972093023
1821-05,-1.146511628
1821-06,-1.144186047
1821-07,-1.127906977
1821-08,-1.074418605
1821-09,-1.08372093
1821-10,-0.748837209
1821-11,-1.08372093
1821-12,-1.186046512
1822-01,-1.186046512
1822-02,-1.165116279
1822-03,-0.811627907
1822-04,-0.872093023
1822-05,-1.151162791
1822-06,-1.055813953
1822-07,-1.002325581
1822-08,-1.137209302
1822-09,-1.186046512
1822-10,-1.176744186
1822-11,-1.186046512
1822-12,-1.186046512
1823-01,-1.186046512
1823-02,-1.186046512
1823-03,-1.172093023
1823-04,-1.186046512
1823-05,-1.186046512
1823-06,-1.186046512
1823-07,-1.174418605
1823-08,-1.186046512
1823-09,-1.186046512
1823-10,-1.186046512
1823-11,-1.186046512
1823-12,-0.711627907
1824-01,-0.68372093
1824-02,-0.934883721
1824-03,-1.186046512
1824-04,-0.734883721
1824-05,-1.120930233
1824-06,-1.186046512
1824-07,-1.186046512
1824-08,-1.153488372
1824-09,-0.709302326
1824-10,-0.6
1824-11,-1.186046512
1824-12,-1.16744186
1825-01,-1.069767442
1825-02,-0.825581395
1825-03,-0.665116279
1825-04,-1.097674419
1825-05,-0.827906977
1825-06,-0.827906977
1825-07,-0.46744186
1825-08,-0.595348837
1825-09,-0.820930233
1825-10,-0.823255814
1825-11,-0.913953488
1825-12,-0.674418605
1826-01,-0.774418605
1826-02,-0.762790698
1826-03,-0.33255814
1826-04,-0.627906977
1826-05,-0.43255814
1826-06,-0.323255814
1826-07,0.034883721
1826-08,-0.265116279
1826-09,-0.746511628
1826-10,-0.009302326
1826-11,-0.26744186
1826-12,0.397674419
1827-01,-0.381395349
1827-02,-0.08372093
